Coverage,Length,Time,Dataset,Method,Algorithm,m
1.0,2.780298179280908,0.07335179418799492,Boston,SplitCP,RLM,10
0.89,2.839190244735519,0.00787881317286898,Boston,SplitCP,RLM,100
0.0,2.849826311927431,1.0040913235004436,Boston,RO-StabCP,RLM,1
1.0,2.8782809562960776,0.9869118104420451,Boston,RO-StabCP,RLM,10
0.89,2.8527671793605656,1.0352146309598047,Boston,RO-StabCP,RLM,100
0.0,2.849348317267648,1.014788319134326,Boston,LOO-StabCP,RLM,1
1.0,2.8778532968956214,0.10117164990236979,Boston,LOO-StabCP,RLM,10
0.89,2.8510244622260426,0.012668308972182338,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837773,1.002696752217804,Boston,OracleCP,RLM,1
1.0,2.8639696477724157,0.9913033965129057,Boston,OracleCP,RLM,10
0.93,2.893577976589543,0.9926788496844519,Boston,OracleCP,RLM,100
1.0,2.787687569972512,61.57246152766092,Boston,FullCP,RLM,1
1.0,2.819588725156752,59.913346493193835,Boston,FullCP,RLM,10
0.93,2.8516181481042286,59.989417842064796,Boston,FullCP,RLM,100
1.0,2.737828498035872,0.7408026042984807,Boston,SplitCP,RLM,1
1.0,2.547785257362492,0.07021517832543706,Boston,SplitCP,RLM,10
0.93,2.799190089966233,0.007838431226712064,Boston,SplitCP,RLM,100
1.0,2.8778547615255583,0.9973878729032105,Boston,RO-StabCP,RLM,1
1.0,2.8736318997302,0.9853022099426221,Boston,RO-StabCP,RLM,10
0.93,2.9094516230474725,0.9881850285250484,Boston,RO-StabCP,RLM,100
1.0,2.8712061765723464,1.0074192776976516,Boston,LOO-StabCP,RLM,1
1.0,2.874012926495373,0.10021463391126412,Boston,LOO-StabCP,RLM,10
0.93,2.909398133858492,0.012178407020512833,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883793,1.0451519393336135,Boston,OracleCP,RLM,1
1.0,2.8644892248898683,0.9873603610842385,Boston,OracleCP,RLM,10
0.94,2.9086304405463403,1.001612715070084,Boston,OracleCP,RLM,100
1.0,2.7875894164048995,61.29421286197246,Boston,FullCP,RLM,1
0.9,2.8052795513123927,60.36544991556398,Boston,FullCP,RLM,10
0.92,2.8722731490217335,60.03112254318973,Boston,FullCP,RLM,100
1.0,2.838885598294818,0.7400736238552827,Boston,SplitCP,RLM,1
1.0,2.9355816484850275,0.07323682272375041,Boston,SplitCP,RLM,10
0.91,2.7714448441296224,0.007745651243102761,Boston,SplitCP,RLM,100
1.0,2.854526267806283,1.0002087102703676,Boston,RO-StabCP,RLM,1
1.0,2.880143878791198,1.0011536981607836,Boston,RO-StabCP,RLM,10
0.94,2.9286639230274756,0.9905760337077442,Boston,RO-StabCP,RLM,100
1.0,2.8570756425243378,1.0113811279324227,Boston,LOO-StabCP,RLM,1
1.0,2.878519921101666,0.10004460568949407,Boston,LOO-StabCP,RLM,10
0.94,2.927869740677343,0.012052730524668384,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837693,1.0104619786779558,Boston,OracleCP,RLM,1
1.0,2.863215757968311,0.9869652478831729,Boston,OracleCP,RLM,10
0.95,2.9422342064578566,1.0018697806297658,Boston,OracleCP,RLM,100
1.0,2.786155421732129,62.31125151204014,Boston,FullCP,RLM,1
1.0,2.820277406454104,59.98678087251812,Boston,FullCP,RLM,10
0.95,2.9032953899874783,59.39942303181463,Boston,FullCP,RLM,100
1.0,2.800892953615108,0.7779489120996966,Boston,SplitCP,RLM,1
1.0,2.7782299077950494,0.07303278885762636,Boston,SplitCP,RLM,10
0.97,3.5831912901590415,0.007839219167124883,Boston,SplitCP,RLM,100
1.0,2.8866021665176227,1.0603654442351356,Boston,RO-StabCP,RLM,1
1.0,2.8739750224354155,0.9855062438087461,Boston,RO-StabCP,RLM,10
0.95,2.961372081106226,1.0000626392929681,Boston,RO-StabCP,RLM,100
1.0,2.8780550957312427,1.0544385162839176,Boston,LOO-StabCP,RLM,1
1.0,2.873986323642163,0.09987457746772402,Boston,LOO-StabCP,RLM,10
0.95,2.9602589963341086,0.012767392479094183,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883798,1.0706028652417845,Boston,OracleCP,RLM,1
0.9,2.845025875918613,0.9923510942222887,Boston,OracleCP,RLM,10
0.96,2.969267901940067,0.9904637521989177,Boston,OracleCP,RLM,100
1.0,2.787463664866,62.394688077984426,Boston,FullCP,RLM,1
0.9,2.8118445162158743,59.7718506263532,Boston,FullCP,RLM,10
0.96,2.9118103297617393,60.05908083587264,Boston,FullCP,RLM,100
1.0,3.2542599386717477,0.7361434684223896,Boston,SplitCP,RLM,1
0.9,2.8119417184741797,0.07303440817402417,Boston,SplitCP,RLM,10
0.92,2.538520069721002,0.007852417169039581,Boston,SplitCP,RLM,100
1.0,2.8610532553118704,1.0317291907382085,Boston,RO-StabCP,RLM,1
0.9,2.867670561077284,0.9862543679845343,Boston,RO-StabCP,RLM,10
0.96,2.992916049696094,0.999186843524121,Boston,RO-StabCP,RLM,100
1.0,2.860991252909699,0.9983070221576775,Boston,LOO-StabCP,RLM,1
0.9,2.866296540714317,0.10039761666421664,Boston,LOO-StabCP,RLM,10
0.96,2.9914867497555435,0.012089172768761211,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837444,1.0141861178986409,Boston,OracleCP,RLM,1
1.0,2.8636279993689002,1.0032329004155716,Boston,OracleCP,RLM,10
0.94,2.9180331713062877,0.9892284586167225,Boston,OracleCP,RLM,100
1.0,2.7874738814643343,61.97544508614092,Boston,FullCP,RLM,1
1.0,2.813943726652438,60.284578016024554,Boston,FullCP,RLM,10
0.93,2.875439604091946,59.867092456796065,Boston,FullCP,RLM,100
1.0,2.5698002286484054,0.7407867568975416,Boston,SplitCP,RLM,1
1.0,3.0947187803941287,0.07315585690385992,Boston,SplitCP,RLM,10
0.87,2.707427598943988,0.007878025232456162,Boston,SplitCP,RLM,100
1.0,2.883050035429194,1.002665057415926,Boston,RO-StabCP,RLM,1
1.0,2.876159202761692,0.984962153499082,Boston,RO-StabCP,RLM,10
0.94,2.9387497805454057,1.0115445069885498,Boston,RO-StabCP,RLM,100
1.0,2.875027111754414,1.0030295476375248,Boston,LOO-StabCP,RLM,1
1.0,2.8755775207105474,0.09994420807282985,Boston,LOO-StabCP,RLM,10
0.94,2.9378185649844135,0.01212975170002133,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883801,1.0308575836865588,Boston,OracleCP,RLM,1
0.9,2.8415619762358273,0.9906864369653401,Boston,OracleCP,RLM,10
0.87,2.786555109315021,1.0000892322819006,Boston,OracleCP,RLM,100
1.0,2.7863689723498037,60.546770196680505,Boston,FullCP,RLM,1
0.9,2.7953498142262765,60.15213412784768,Boston,FullCP,RLM,10
0.86,2.7260895466541966,61.50238261066252,Boston,FullCP,RLM,100
1.0,2.464316484107223,0.7342100855078212,Boston,SplitCP,RLM,1
0.8,2.804077426118944,0.07307974903316285,Boston,SplitCP,RLM,10
0.89,3.109990947378275,0.007515966612766356,Boston,SplitCP,RLM,100
1.0,2.8887723276092916,0.9857400332129829,Boston,RO-StabCP,RLM,1
0.9,2.865743130732402,0.9867952196614028,Boston,RO-StabCP,RLM,10
0.87,2.8072580408115084,0.9994454849646285,Boston,RO-StabCP,RLM,100
1.0,2.8794682321400518,0.9886718023867136,Boston,LOO-StabCP,RLM,1
0.9,2.8635152261467254,0.09999764551395758,Boston,LOO-StabCP,RLM,10
0.87,2.8058136096038653,0.012076959692362534,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883768,1.022363376783209,Boston,OracleCP,RLM,1
1.0,2.8664316554328275,1.0014192660500245,Boston,OracleCP,RLM,10
0.86,2.7865757044818116,0.9957508323689255,Boston,OracleCP,RLM,100
1.0,2.786844558857135,60.88319467121635,Boston,FullCP,RLM,1
1.0,2.8318591636871915,59.80167195713527,Boston,FullCP,RLM,10
0.85,2.7346277968724655,61.558852724168354,Boston,FullCP,RLM,100
1.0,2.8391001080258484,0.7290438328016794,Boston,SplitCP,RLM,1
1.0,2.787503078326416,0.0740788672506116,Boston,SplitCP,RLM,10
0.84,2.7055768279808836,0.007831733733203113,Boston,SplitCP,RLM,100
1.0,2.871764416303455,0.9783076021725519,Boston,RO-StabCP,RLM,1
1.0,2.88168899389723,0.9967864018358902,Boston,RO-StabCP,RLM,10
0.86,2.8009208242252686,1.0193780135876818,Boston,RO-StabCP,RLM,100
1.0,2.8686616378969436,0.9784819235828818,Boston,LOO-StabCP,RLM,1
1.0,2.880256645840336,0.10139673488166537,Boston,LOO-StabCP,RLM,10
0.86,2.800057163964571,0.012087596887935575,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837675,1.0189720329822447,Boston,OracleCP,RLM,1
1.0,2.86473156180972,0.9999035859016744,Boston,OracleCP,RLM,10
0.93,2.889543172827071,1.0058634566121332,Boston,OracleCP,RLM,100
1.0,2.7866635046007984,60.72012491555316,Boston,FullCP,RLM,1
1.0,2.8180284489146805,60.251867824788796,Boston,FullCP,RLM,10
0.92,2.841393433575257,60.27615093417004,Boston,FullCP,RLM,100
1.0,2.8678615053073515,0.7383462571529225,Boston,SplitCP,RLM,1
0.9,2.7477667034786237,0.07329673743046938,Boston,SplitCP,RLM,10
0.91,2.8089539516231956,0.007924316731709211,Boston,SplitCP,RLM,100
1.0,2.861963034668759,0.998021768940774,Boston,RO-StabCP,RLM,1
1.0,2.87808240937058,0.9872372930380049,Boston,RO-StabCP,RLM,10
0.93,2.908087992581007,0.9920764692388526,Boston,RO-StabCP,RLM,100
1.0,2.86260977456425,0.9970867722853679,Boston,LOO-StabCP,RLM,1
1.0,2.877251470617494,0.10066966181904871,Boston,LOO-StabCP,RLM,10
0.93,2.9066308055296357,0.01206356470534463,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883813,1.0113811279324227,Boston,OracleCP,RLM,1
0.9,2.8446978722535095,0.9920126570951465,Boston,OracleCP,RLM,10
0.91,2.8721950283951907,0.9944666864811356,Boston,OracleCP,RLM,100
1.0,2.8574362359842405,59.80225930056228,Boston,FullCP,RLM,1
0.9,2.796745224191692,60.31727525272913,Boston,FullCP,RLM,10
0.9,2.823872465218816,60.353914349391864,Boston,FullCP,RLM,100
1.0,3.0909996640973976,0.7423239547886329,Boston,SplitCP,RLM,1
1.0,3.196100426994715,0.07272673805844028,Boston,SplitCP,RLM,10
0.91,2.838110307030989,0.007849856362697923,Boston,SplitCP,RLM,100
1.0,2.8542005444161735,0.9954386425877031,Boston,RO-StabCP,RLM,1
0.9,2.8661948774850123,0.9836569844824472,Boston,RO-StabCP,RLM,10
0.91,2.8884734762735973,0.9991498103247185,Boston,RO-StabCP,RLM,100
1.0,2.8569561419078813,0.9923008572017642,Boston,LOO-StabCP,RLM,1
0.9,2.865217148252804,0.10029559973115461,Boston,LOO-StabCP,RLM,10
0.91,2.885866489232263,0.012390756961767247,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838164,0.9974354151060278,Boston,OracleCP,RLM,1
1.0,2.8656192738750357,0.9868778047976912,Boston,OracleCP,RLM,10
0.91,2.833902721243923,0.9906983614568342,Boston,OracleCP,RLM,100
1.0,2.787171185173325,61.16247341796585,Boston,FullCP,RLM,1
0.9,2.8249131882002905,59.92410199270809,Boston,FullCP,RLM,10
0.9,2.8106405158104635,59.792800707033116,Boston,FullCP,RLM,100
1.0,3.97375210458908,0.7093455134343964,Boston,SplitCP,RLM,1
0.9,2.7578896612780377,0.07363841319040729,Boston,SplitCP,RLM,10
0.87,2.5247760475098167,0.007809474416541008,Boston,SplitCP,RLM,100
1.0,2.8842610142901415,0.9984813435680074,Boston,RO-StabCP,RLM,1
1.0,2.8768119102853413,0.9887869788307091,Boston,RO-StabCP,RLM,10
0.9,2.8604490172541985,0.9926459531722167,Boston,RO-StabCP,RLM,100
1.0,2.875803546831682,0.9971660092900634,Boston,LOO-StabCP,RLM,1
1.0,2.876761231497908,0.10167363798569087,Boston,LOO-StabCP,RLM,10
0.9,2.8582508862755036,0.012143737642348848,Boston,LOO-StabCP,RLM,100
1.0,2.84140200388384,1.0004147264825758,Boston,OracleCP,RLM,1
0.9,2.846596558862611,1.009501274191494,Boston,OracleCP,RLM,10
0.85,2.7887306641080034,0.9961256950203236,Boston,OracleCP,RLM,100
1.0,2.787338745006692,60.98541040727345,Boston,FullCP,RLM,1
0.9,2.7964717286303555,60.41054787724299,Boston,FullCP,RLM,10
0.85,2.740833645513017,61.54646354308741,Boston,FullCP,RLM,100
1.0,2.5496338877120928,0.7312783163340905,Boston,SplitCP,RLM,1
0.9,2.960690908001569,0.07234943733775057,Boston,SplitCP,RLM,10
0.85,2.7870022579101,0.007876252366527321,Boston,SplitCP,RLM,100
1.0,2.8566610362462312,0.9834104652749374,Boston,RO-StabCP,RLM,1
0.9,2.8691874269057993,0.9888663253342017,Boston,RO-StabCP,RLM,10
0.85,2.8043766874906413,1.035858378277077,Boston,RO-StabCP,RLM,100
1.0,2.858456925002818,0.982808264039252,Boston,LOO-StabCP,RLM,1
0.9,2.868012563367645,0.10015957715373858,Boston,LOO-StabCP,RLM,10
0.85,2.803074928884606,0.01263186672808951,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883767,1.0038694598872964,Boston,OracleCP,RLM,1
0.9,2.8408142543282624,0.9990000073516964,Boston,OracleCP,RLM,10
0.94,2.904036297840658,1.0022265206516692,Boston,OracleCP,RLM,100
1.0,2.787586773465299,60.872355048974015,Boston,FullCP,RLM,1
0.9,2.7950580363526396,60.916386694958064,Boston,FullCP,RLM,10
0.92,2.8650789485094084,60.15208479154429,Boston,FullCP,RLM,100
1.0,2.975354461516185,0.7402637926665518,Boston,SplitCP,RLM,1
0.9,2.941291990185726,0.07286599926865193,Boston,SplitCP,RLM,10
0.89,2.4522466261511977,0.00787487347080489,Boston,SplitCP,RLM,100
1.0,2.8561326784110372,0.9849793579679068,Boston,RO-StabCP,RLM,1
0.9,2.8625593704267205,0.989324591874782,Boston,RO-StabCP,RLM,10
0.94,2.9254529973726746,0.9975922491136808,Boston,RO-StabCP,RLM,100
1.0,2.8584250715175017,0.9903199320843785,Boston,LOO-StabCP,RLM,1
0.9,2.8611792650526864,0.10006403748626778,Boston,LOO-StabCP,RLM,10
0.94,2.924013854005305,0.012203227143516597,Boston,LOO-StabCP,RLM,100
1.0,2.841402003883755,0.9946462725407488,Boston,OracleCP,RLM,1
1.0,2.8659226926384416,0.9976414008939338,Boston,OracleCP,RLM,10
0.89,2.840462385977507,0.9968287348536603,Boston,OracleCP,RLM,100
1.0,2.7865458266358267,61.3067164613134,Boston,FullCP,RLM,1
1.0,2.8382667823698897,59.7213522444875,Boston,FullCP,RLM,10
0.89,2.7851433514812425,60.84672931676755,Boston,FullCP,RLM,100
1.0,2.8675805691650442,0.812971668175075,Boston,SplitCP,RLM,1
0.9,2.778316077936728,0.07778062453600512,Boston,SplitCP,RLM,10
0.88,2.6663589634773537,0.007861281498683783,Boston,SplitCP,RLM,100
1.0,2.87232073518006,1.0457065983664815,Boston,RO-StabCP,RLM,1
1.0,2.8871647427088574,1.0502238429636184,Boston,RO-StabCP,RLM,10
0.89,2.8615939214041752,1.004671499752643,Boston,RO-StabCP,RLM,100
1.0,2.8691042825336748,1.0434245726312532,Boston,LOO-StabCP,RLM,1
1.0,2.8825848760170674,0.1054709349385552,Boston,LOO-StabCP,RLM,10
0.89,2.8601386120688033,0.012090157694277234,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838044,1.0664983883985615,Boston,OracleCP,RLM,1
1.0,2.8647530370167376,0.9885133143594792,Boston,OracleCP,RLM,10
0.95,2.950076399796161,0.9905496377039148,Boston,OracleCP,RLM,100
1.0,2.787741026869628,62.370156301330724,Boston,FullCP,RLM,1
1.0,2.8121123404521073,59.9390256126303,Boston,FullCP,RLM,10
0.94,2.9097045987990784,59.293278396893314,Boston,FullCP,RLM,100
1.0,2.7946265822625156,0.7497088436262467,Boston,SplitCP,RLM,1
1.0,2.9696244298929386,0.07237696571651334,Boston,SplitCP,RLM,10
0.95,3.0336959382283357,0.007860690543374169,Boston,SplitCP,RLM,100
1.0,2.8701952141525973,1.0068804660657227,Boston,RO-StabCP,RLM,1
1.0,2.8818917970233793,0.982789030893221,Boston,RO-StabCP,RLM,10
0.95,2.9708733104741585,0.9899961095639103,Boston,RO-StabCP,RLM,100
1.0,2.866620923033315,1.0004305738835149,Boston,LOO-StabCP,RLM,1
1.0,2.8793555086090548,0.09994420807282985,Boston,LOO-StabCP,RLM,10
0.95,2.969351885691296,0.012056867211835678,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837533,1.0075302095042251,Boston,OracleCP,RLM,1
1.0,2.8636880519549313,1.0775222787978984,Boston,OracleCP,RLM,10
0.92,2.8922832311485815,0.9932158310757873,Boston,OracleCP,RLM,100
1.0,2.7877365856685214,61.71889151233807,Boston,FullCP,RLM,1
1.0,2.819888084964737,59.981497043112064,Boston,FullCP,RLM,10
0.92,2.82495322014554,60.519306784759294,Boston,FullCP,RLM,100
1.0,2.4357392711609984,0.7469038536600285,Boston,SplitCP,RLM,1
1.0,3.3760732399966584,0.07337284530116644,Boston,SplitCP,RLM,10
0.91,2.733153418973371,0.007520103299933649,Boston,SplitCP,RLM,100
1.0,2.862171278109523,0.9857241858120438,Boston,RO-StabCP,RLM,1
1.0,2.8741087320503924,0.986913429758443,Boston,RO-StabCP,RLM,10
0.92,2.912854094138039,0.9977750512894545,Boston,RO-StabCP,RLM,100
1.0,2.861956408350156,0.9888619711979827,Boston,LOO-StabCP,RLM,1
1.0,2.874198228670873,0.10049963359727866,Boston,LOO-StabCP,RLM,10
0.92,2.9112734386294097,0.01217781606520322,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837786,0.9980376163417131,Boston,OracleCP,RLM,1
0.9,2.8378304291231022,0.9920855263330479,Boston,OracleCP,RLM,10
0.91,2.8312037095046687,0.9924442404265353,Boston,OracleCP,RLM,100
1.0,2.787036403425949,59.95501239821412,Boston,FullCP,RLM,1
0.9,2.8058568734133145,60.152495235404395,Boston,FullCP,RLM,10
0.89,2.8168376745097516,60.378290861943206,Boston,FullCP,RLM,100
1.0,2.7776376535781404,0.7247174923453091,Boston,SplitCP,RLM,1
0.9,2.9747824485644863,0.0728433288390826,Boston,SplitCP,RLM,10
0.93,3.1820235719369223,0.00825072104771901,Boston,SplitCP,RLM,100
1.0,2.871057815960187,0.9789731930119935,Boston,RO-StabCP,RLM,1
0.9,2.857069526379322,0.987611355125899,Boston,RO-StabCP,RLM,10
0.9,2.848414705018834,0.9861095934776861,Boston,RO-StabCP,RLM,100
1.0,2.8681732989718784,0.9765485406683134,Boston,LOO-StabCP,RLM,1
0.9,2.856596742738171,0.10056764488598668,Boston,LOO-StabCP,RLM,10
0.9,2.8467953353218576,0.012018061146504399,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838204,0.9816672511716379,Boston,OracleCP,RLM,1
0.9,2.8389772004950844,0.989076836465917,Boston,OracleCP,RLM,10
0.95,2.936348193853962,0.994870702927808,Boston,OracleCP,RLM,100
1.0,2.787715234265039,59.96824497799826,Boston,FullCP,RLM,1
0.9,2.8048142127914915,60.51469259205174,Boston,FullCP,RLM,10
0.95,2.899254985874409,59.31160628486566,Boston,FullCP,RLM,100
1.0,2.7432997820970404,0.7249868981612736,Boston,SplitCP,RLM,1
0.9,2.7374305443676885,0.073853782271316,Boston,SplitCP,RLM,10
0.97,3.2985935958313553,0.007924316731709211,Boston,SplitCP,RLM,100
1.0,2.8681612918798254,0.986326387047729,Boston,RO-StabCP,RLM,1
0.9,2.8564703175811093,0.9896274040411724,Boston,RO-StabCP,RLM,10
0.95,2.956576818984122,0.997748458300522,Boston,RO-StabCP,RLM,100
1.0,2.8656638065570657,0.9772933685124504,Boston,LOO-StabCP,RLM,1
0.9,2.8566686804855883,0.10009966244701961,Boston,LOO-StabCP,RLM,10
0.95,2.9550949770270876,0.012070853154163196,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837586,0.9911123021313327,Boston,OracleCP,RLM,1
1.0,2.865638952437993,1.0021188107338783,Boston,OracleCP,RLM,10
0.86,2.793063553866366,0.9953564681923102,Boston,OracleCP,RLM,100
1.0,2.787699161843618,59.95553536244511,Boston,FullCP,RLM,1
1.0,2.812966425008704,60.558250583836426,Boston,FullCP,RLM,10
0.85,2.730977988735094,61.52294470367542,Boston,FullCP,RLM,100
1.0,2.492990726337468,0.7251929143734817,Boston,SplitCP,RLM,1
1.0,2.5221616119667987,0.07332264649283435,Boston,SplitCP,RLM,10
0.93,3.4213941992640424,0.008168775244785952,Boston,SplitCP,RLM,100
1.0,2.8804920872644106,0.9782917547716128,Boston,RO-StabCP,RLM,1
1.0,2.8781089510394544,0.9877409004377238,Boston,RO-StabCP,RLM,10
0.87,2.8147104288354616,1.0203140867981095,Boston,RO-StabCP,RLM,100
1.0,2.873023644372721,0.9764217614608007,Boston,LOO-StabCP,RLM,1
1.0,2.8776700782002473,0.10116031468758512,Boston,LOO-StabCP,RLM,10
0.86,2.8130295822886233,0.012071838079679218,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837613,0.9859143546233128,Boston,OracleCP,RLM,1
0.9,2.839871428677104,1.0034288376997065,Boston,OracleCP,RLM,10
0.92,2.876485840991779,0.9948963109912246,Boston,OracleCP,RLM,100
1.0,2.787687569972512,60.88018366503792,Boston,FullCP,RLM,1
0.9,2.791558255058203,60.75196130792444,Boston,FullCP,RLM,10
0.91,2.8171472224010916,60.506284099586445,Boston,FullCP,RLM,100
1.0,2.8291473770346345,0.7225939406194717,Boston,SplitCP,RLM,1
0.9,2.7939766427553474,0.07158026204879084,Boston,SplitCP,RLM,10
0.92,2.921672593486834,0.007556348558923271,Boston,SplitCP,RLM,100
1.0,2.856324247763448,0.9930932272487184,Boston,RO-StabCP,RLM,1
0.9,2.860561024893376,1.0008152610336414,Boston,RO-StabCP,RLM,10
0.92,2.8940713666003597,0.992731050736801,Boston,RO-StabCP,RLM,100
1.0,2.858206069311202,0.9945828829369925,Boston,LOO-StabCP,RLM,1
0.9,2.8596000646982005,0.10010128176341741,Boston,LOO-StabCP,RLM,10
0.92,2.893507244156303,0.012098234083508616,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838346,0.9816672511716379,Boston,OracleCP,RLM,1
0.9,2.8462259016200413,1.0086802807778041,Boston,OracleCP,RLM,10
0.93,2.873441685008223,0.9964926782675935,Boston,OracleCP,RLM,100
1.0,2.7877284861508307,59.51603939220146,Boston,FullCP,RLM,1
0.9,2.7973896996782512,60.79246850761566,Boston,FullCP,RLM,10
0.91,2.8630543067593437,59.54260874554251,Boston,FullCP,RLM,100
1.0,2.927106207347389,0.7177763307339898,Boston,SplitCP,RLM,1
0.9,2.9573314860133832,0.07313642510708619,Boston,SplitCP,RLM,10
0.93,2.9461246891419384,0.007912103655310533,Boston,SplitCP,RLM,100
1.0,2.860036677019873,0.9726342326363593,Boston,RO-StabCP,RLM,1
0.9,2.8725415218552284,0.9974389863442076,Boston,RO-StabCP,RLM,10
0.91,2.8854289543422156,0.996205080016915,Boston,RO-StabCP,RLM,100
1.0,2.860670806017816,0.9778321801443793,Boston,LOO-StabCP,RLM,1
0.9,2.8699167139274016,0.10038466213303415,Boston,LOO-StabCP,RLM,10
0.91,2.8842738657844187,0.012248730702356828,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038838013,0.9778321801443793,Boston,OracleCP,RLM,1
0.8,2.8340999271526903,1.0117359308204716,Boston,OracleCP,RLM,10
0.9,2.839721775618835,1.037674580928622,Boston,OracleCP,RLM,100
1.0,2.787131342912587,59.469036001016136,Boston,FullCP,RLM,1
0.8,2.774392277342512,61.029071684448866,Boston,FullCP,RLM,10
0.9,2.796553648496112,60.68556122693834,Boston,FullCP,RLM,100
1.0,2.934496681425143,0.7163342172485331,Boston,SplitCP,RLM,1
0.8,2.7973698021849365,0.07262634044177607,Boston,SplitCP,RLM,10
0.94,3.313160415435632,0.007791154801942993,Boston,SplitCP,RLM,100
1.0,2.8753131421372444,0.9748211739659531,Boston,RO-StabCP,RLM,1
0.8,2.8499221755613027,0.986469737065443,Boston,RO-StabCP,RLM,10
0.9,2.868868857270145,0.994193468142991,Boston,RO-StabCP,RLM,100
1.0,2.870755264741305,0.9779431119509528,Boston,LOO-StabCP,RLM,1
0.8,2.8491925680270027,0.10002517389272035,Boston,LOO-StabCP,RLM,10
0.9,2.866358088882177,0.012113204951352156,Boston,LOO-StabCP,RLM,100
1.0,2.8414020038837924,0.9773726055171458,Boston,OracleCP,RLM,1
1.0,2.8644582701508936,0.9893424043551579,Boston,OracleCP,RLM,10
0.88,2.802140238229958,0.9979336242975342,Boston,OracleCP,RLM,100
