Coverage,Length,Time,Dataset,Method,Algorithm,m,LogTime
0.82,2.788937320188099,0.013423919677734375,Diabetes,LOO-StabCP,RLM,100,-1.8721206551164697
0.0,2.8779228165078576,0.013161897659301758,Diabetes,OracleCP,RLM,1,-1.880681490391616
0.84,2.796831720817516,1.3732950687408447,Diabetes,OracleCP,RLM,100,0.13776386058564263
0.0,2.8019178398302476,0.7109880447387695,Diabetes,FullCP,RLM,1,-0.1481377018688757
0.82,2.7494058126156493,79.18783688545227,Diabetes,FullCP,RLM,100,1.8986584798320216
0.0,2.73400589939764,0.009566068649291992,Diabetes,SplitCP,RLM,1,-2.0192665068111464
0.82,2.6773137133513507,0.014965057373046875,Diabetes,SplitCP,RLM,100,-1.8249216138221256
0.0,2.893515153441795,0.012119770050048828,Diabetes,RO-StabCP,RLM,1,-1.9165056200164559
0.85,2.815595730601048,1.3889291286468506,Diabetes,RO-StabCP,RLM,100,0.14268008603794066
0.0,2.89068894320414,0.012042045593261719,Diabetes,LOO-StabCP,RLM,1,-1.9192997328119392
0.85,2.814984956019266,0.013234138488769531,Diabetes,LOO-StabCP,RLM,100,-1.8783043249898603
0.0,2.877922816507905,0.012961864471435547,Diabetes,OracleCP,RLM,1,-1.8873325238190966
0.84,2.799126785723138,1.3680388927459717,Diabetes,OracleCP,RLM,100,0.13609844436133336
0.0,2.802185685751665,0.6979129314422607,Diabetes,FullCP,RLM,1,-0.1561987546731025
0.83,2.743801217553158,78.10497498512268,Diabetes,FullCP,RLM,100,1.8926786976388068
0.0,2.8078880995152318,0.00997018814086914,Diabetes,SplitCP,RLM,1,-2.00129664632522
0.83,2.7572800451560853,0.010401725769042969,Diabetes,SplitCP,RLM,100,-1.9828946001440868
0.0,2.888037100124287,0.012620925903320312,Diabetes,RO-StabCP,RLM,1,-1.8989087829720472
0.85,2.818701875097692,1.4141631126403809,Diabetes,RO-StabCP,RLM,100,0.15049950481740937
0.0,2.887065676793034,0.012597084045410156,Diabetes,LOO-StabCP,RLM,1,-1.8997299731004358
0.85,2.8180989386378856,0.025880098342895508,Diabetes,LOO-StabCP,RLM,100,-1.5870340777059762
1.0,2.877922816507848,0.012714862823486328,Diabetes,OracleCP,RLM,1,-1.8956883209247097
0.86,2.810745080044811,1.463388204574585,Diabetes,OracleCP,RLM,100,0.16535955014467865
1.0,2.8048456858516264,0.71746826171875,Diabetes,FullCP,RLM,1,-0.14419730583477858
0.86,2.7889923592488657,78.53246283531189,Diabetes,FullCP,RLM,100,1.8950492174575941
1.0,2.9903570865848805,0.009851217269897461,Diabetes,SplitCP,RLM,1,-2.0065101024022405
0.88,2.985885031535195,0.01677417755126953,Diabetes,SplitCP,RLM,100,-1.7753587643751643
1.0,2.896365123561987,0.012516021728515625,Diabetes,RO-StabCP,RLM,1,-1.902533691565614
0.86,2.826342518023247,1.40566086769104,Diabetes,RO-StabCP,RLM,100,0.14788055464119804
1.0,2.8956384779103366,0.013248920440673828,Diabetes,LOO-StabCP,RLM,1,-1.877819507822207
0.86,2.8252100842851955,0.023975849151611328,Diabetes,LOO-StabCP,RLM,100,-1.6202260024960493
0.0,2.877922816507887,0.012464284896850586,Diabetes,OracleCP,RLM,1,-1.9043326328650225
0.84,2.7959151795559802,1.3343617916107178,Diabetes,OracleCP,RLM,100,0.12527359779441363
0.0,2.8637477280351336,0.6920130252838135,Diabetes,FullCP,RLM,1,-0.15988573104086073
0.82,2.741449136117978,77.4577841758728,Diabetes,FullCP,RLM,100,1.8890650690255395
0.0,2.8663250198664922,0.009373188018798828,Diabetes,SplitCP,RLM,1,-2.028112671279736
0.91,3.0966089967851373,0.008552074432373047,Diabetes,SplitCP,RLM,100,-2.0679285279316195
0.0,2.877891399006422,0.01189422607421875,Diabetes,RO-StabCP,RLM,1,-1.9246638110988386
0.84,2.8171274956770636,1.336287021636963,Diabetes,RO-StabCP,RLM,100,0.125899750448766
0.0,2.8798290996311184,0.011910200119018555,Diabetes,LOO-StabCP,RLM,1,-1.9240809413001505
0.84,2.816810722774016,0.013419151306152344,Diabetes,LOO-StabCP,RLM,100,-1.872274950240807
1.0,2.8779228165078843,0.01261591911315918,Diabetes,OracleCP,RLM,1,-1.8990811041450095
0.87,2.8445133708846795,1.4929707050323486,Diabetes,OracleCP,RLM,100,0.17405128611242052
1.0,2.804354429546474,0.729438066482544,Diabetes,FullCP,RLM,1,-0.1370115763225729
0.85,2.8025151163088795,80.41061806678772,Diabetes,FullCP,RLM,100,1.9053134002825294
1.0,2.9749817591679033,0.010251998901367188,Diabetes,SplitCP,RLM,1,-1.9891914490279998
0.9,2.9905471414222244,0.024394750595092773,Diabetes,SplitCP,RLM,100,-1.6127036176307745
1.0,2.9017847386134714,0.01248311996459961,Diabetes,RO-StabCP,RLM,1,-1.9036768558341588
0.87,2.8604182176719495,1.394402027130127,Diabetes,RO-StabCP,RLM,100,0.144388005463661
1.0,2.899390491223975,0.012547016143798828,Diabetes,LOO-StabCP,RLM,1,-1.901459543215536
0.87,2.859819033572247,0.013617277145385742,Diabetes,LOO-StabCP,RLM,100,-1.8659097234769857
1.0,2.8779228165079687,0.013065099716186523,Diabetes,OracleCP,RLM,1,-1.8838872712773138
0.91,2.8729425917798013,1.4595961570739746,Diabetes,OracleCP,RLM,100,0.16423271125347375
1.0,2.867085847485069,0.6771917343139648,Diabetes,FullCP,RLM,1,-0.16928835145462925
0.9,2.8209836885275115,79.43065285682678,Diabetes,FullCP,RLM,100,1.8999881321194796
1.0,3.045137660134555,0.00987100601196289,Diabetes,SplitCP,RLM,1,-2.0056385835836905
0.93,3.054842445334206,0.009012937545776367,Diabetes,SplitCP,RLM,100,-2.045133638322035
1.0,2.892525830052923,0.012347936630249023,Diabetes,RO-StabCP,RLM,1,-1.908405607988435
0.91,2.895945316677287,1.4641499519348145,Diabetes,RO-StabCP,RLM,100,0.16558555757135043
1.0,2.8929053659599555,0.01242685317993164,Diabetes,LOO-StabCP,RLM,1,-1.905638832710956
0.91,2.8949976116975993,0.02525019645690918,Diabetes,LOO-StabCP,RLM,100,-1.5977352385425605
1.0,2.877922816507901,0.013586997985839844,Diabetes,OracleCP,RLM,1,-1.8668764889779432
0.9,2.875408050220747,1.4638760089874268,Diabetes,OracleCP,RLM,100,0.16550429332551264
1.0,2.8047149167577765,0.6895730495452881,Diabetes,FullCP,RLM,1,-0.1614197203017953
0.9,2.8189092690555952,81.44292497634888,Diabetes,FullCP,RLM,100,1.9108533627121909
1.0,2.815602207037363,0.009334802627563477,Diabetes,SplitCP,RLM,1,-2.0298948602179827
0.92,3.043981085750137,0.00910639762878418,Diabetes,SplitCP,RLM,100,-2.0406533902438877
1.0,2.8839540613460035,0.011767148971557617,Diabetes,RO-StabCP,RLM,1,-1.9293287483635664
0.91,2.900393913451994,1.467108964920044,Diabetes,RO-StabCP,RLM,100,0.16646237090263777
1.0,2.887043539471838,0.01175999641418457,Diabetes,LOO-StabCP,RLM,1,-1.9295928106833575
0.91,2.8997010663738645,0.030413150787353516,Diabetes,LOO-StabCP,RLM,100,-1.5169385848319406
1.0,2.877922816507897,0.012296915054321289,Diabetes,OracleCP,RLM,1,-1.9102038270099402
0.93,2.892353445012442,1.4854059219360352,Diabetes,OracleCP,RLM,100,0.1718451510047945
1.0,2.803464985709131,0.6850390434265137,Diabetes,FullCP,RLM,1,-0.16428467542513428
0.9,2.838704457082049,83.30883884429932,Diabetes,FullCP,RLM,100,1.9206910813307079
1.0,2.8008145430614464,0.009478092193603516,Diabetes,SplitCP,RLM,1,-2.023279071224448
0.93,3.095742297754657,0.011121749877929688,Diabetes,SplitCP,RLM,100,-1.9538268761945983
1.0,2.9144246270144034,0.012196779251098633,Diabetes,RO-StabCP,RLM,1,-1.9137548363859478
0.93,2.917161509621011,1.578474998474121,Diabetes,RO-StabCP,RLM,100,0.1982377074758014
1.0,2.9082298810717235,0.012143850326538086,Diabetes,LOO-StabCP,RLM,1,-1.9156435941132173
0.93,2.916311252693415,0.02010488510131836,Diabetes,LOO-StabCP,RLM,100,-1.6966984045310278
1.0,2.877922816507861,0.012440204620361328,Diabetes,OracleCP,RLM,1,-1.9051724761755087
0.94,2.89444614283095,1.4994621276855469,Diabetes,OracleCP,RLM,100,0.1759355011426319
1.0,2.8044827233372924,0.6780171394348145,Diabetes,FullCP,RLM,1,-0.1687593275667419
0.94,2.8936026925338205,82.05945181846619,Diabetes,FullCP,RLM,100,1.9141286114243325
1.0,2.749030198590032,0.00925588607788086,Diabetes,SplitCP,RLM,1,-2.0335819993514868
0.91,2.7517650285571253,0.008584737777709961,Diabetes,SplitCP,RLM,100,-2.0662729659000183
1.0,2.8945268432751976,0.012067079544067383,Diabetes,RO-StabCP,RLM,1,-1.9183978244647373
0.94,2.9106717604891075,1.4835989475250244,Diabetes,RO-StabCP,RLM,100,0.17131651656528352
1.0,2.894502640090421,0.012319326400756836,Diabetes,LOO-StabCP,RLM,1,-1.909413037985877
0.94,2.9101452928001263,0.01464080810546875,Diabetes,LOO-StabCP,RLM,100,-1.8344349515522087
1.0,2.8779228165079305,0.013296127319335938,Diabetes,OracleCP,RLM,1,-1.8762748348791356
0.92,2.8864732931760013,1.4343249797821045,Diabetes,OracleCP,RLM,100,0.15664756202631339
1.0,2.804373803030968,0.6684200763702393,Diabetes,FullCP,RLM,1,-0.17495051430547245
0.91,2.833123847920956,82.86719608306885,Diabetes,FullCP,RLM,100,1.9183826441863774
1.0,2.8487960603957028,0.009598970413208008,Diabetes,SplitCP,RLM,1,-2.0177753469439628
0.93,2.95649065845626,0.011922359466552734,Diabetes,SplitCP,RLM,100,-1.9236377880604092
1.0,2.90848308324585,0.011963844299316406,Diabetes,RO-StabCP,RLM,1,-1.9221292476289946
0.93,2.914517990035122,1.5405988693237305,Diabetes,RO-StabCP,RLM,100,0.18768957478790965
1.0,2.9035554180775183,0.01195383071899414,Diabetes,LOO-StabCP,RLM,1,-1.9224928986050045
0.93,2.912629382962786,0.01381993293762207,Diabetes,LOO-StabCP,RLM,100,-1.8594940644069249
1.0,2.8779228165078554,0.012820005416870117,Diabetes,OracleCP,RLM,1,-1.8921117913135894
0.91,2.8764076827066707,1.4639942646026611,Diabetes,OracleCP,RLM,100,0.16553937531780002
1.0,2.8650451040019336,0.6678972244262695,Diabetes,FullCP,RLM,1,-0.1752903613246951
0.9,2.818199902573901,82.79953575134277,Diabetes,FullCP,RLM,100,1.9180279017462896
0.0,2.7498529542818946,0.00927877426147461,Diabetes,SplitCP,RLM,1,-2.032509390875657
0.91,2.8459972626566388,0.011307954788208008,Diabetes,SplitCP,RLM,100,-1.946615936587809
1.0,2.8905538322740245,0.011716842651367188,Diabetes,RO-StabCP,RLM,1,-1.9311894022960794
0.91,2.89821096105934,1.461763858795166,Diabetes,RO-StabCP,RLM,100,0.16487722001897404
1.0,2.891891451303945,0.01170492172241211,Diabetes,LOO-StabCP,RLM,1,-1.931631486336272
0.91,2.8973593160240023,0.035060882568359375,Diabetes,LOO-StabCP,RLM,100,-1.4551771558479254
1.0,2.877922816507922,0.01287221908569336,Diabetes,OracleCP,RLM,1,-1.890346577136344
0.88,2.81143217710662,1.5456531047821045,Diabetes,OracleCP,RLM,100,0.18911203060197623
1.0,2.8048969186258788,0.6893310546875,Diabetes,FullCP,RLM,1,-0.16157215589487636
0.86,2.8106456847953596,87.5008020401001,Diabetes,FullCP,RLM,100,1.9420120338222373
1.0,3.162447147321905,0.009284257888793945,Diabetes,SplitCP,RLM,1,-2.0322528046525017
0.88,2.893913383825567,0.008543014526367188,Diabetes,SplitCP,RLM,100,-2.068388855170955
1.0,2.901601586972042,0.011672019958496094,Diabetes,RO-StabCP,RLM,1,-1.9328539784948902
0.86,2.823074964662427,1.6013519763946533,Diabetes,RO-StabCP,RLM,100,0.2044868001299777
1.0,2.898832490169602,0.011636018753051758,Diabetes,LOO-StabCP,RLM,1,-1.9341955874988583
0.86,2.8224289805477434,0.013835668563842773,Diabetes,LOO-StabCP,RLM,100,-1.8589998501426601
1.0,2.8779228165079207,0.012813091278076172,Diabetes,OracleCP,RLM,1,-1.89234608000948
0.92,2.886012069748527,1.5699138641357422,Diabetes,OracleCP,RLM,100,0.19587582479346516
1.0,2.86598209818466,0.6777369976043701,Diabetes,FullCP,RLM,1,-0.1689388056144497
0.9,2.843467086410598,81.09271502494812,Diabetes,FullCP,RLM,100,1.9089818410598258
1.0,2.740626310355601,0.009297847747802734,Diabetes,SplitCP,RLM,1,-2.0316175696640637
0.9,2.8260185895962624,0.008363008499145508,Diabetes,SplitCP,RLM,100,-2.077637461850853
1.0,2.9012509973133387,0.01203775405883789,Diabetes,RO-StabCP,RLM,1,-1.9194545339121
0.92,2.9066598404944575,1.453429937362671,Diabetes,RO-StabCP,RLM,100,0.16239410143141747
1.0,2.8993204910833086,0.012464046478271484,Diabetes,LOO-StabCP,RLM,1,-1.9043409401898677
0.92,2.9052163533182527,0.013877153396606445,Diabetes,LOO-StabCP,RLM,100,-1.8576996110377915
1.0,2.8779228165078843,0.012681961059570312,Diabetes,OracleCP,RLM,1,-1.896813584664252
0.92,2.8943117724655267,1.513685941696167,Diabetes,OracleCP,RLM,100,0.1800357774514997
1.0,2.804579097219655,0.6771950721740723,Diabetes,FullCP,RLM,1,-0.16928621083391576
0.9,2.837331588263587,82.0951795578003,Diabetes,FullCP,RLM,100,1.9143176570840086
1.0,3.09960671400001,0.009341955184936523,Diabetes,SplitCP,RLM,1,-2.0295622204331063
0.92,2.971627349595184,0.008497953414916992,Diabetes,SplitCP,RLM,100,-2.0706856540066765
1.0,2.89685601640495,0.011769294738769531,Diabetes,RO-StabCP,RLM,1,-1.9292495609660452
0.92,2.9148250324182587,1.503964900970459,Diabetes,RO-StabCP,RLM,100,0.17723770095461272
1.0,2.896106021341851,0.011823177337646484,Diabetes,LOO-StabCP,RLM,1,-1.9272657963164763
0.92,2.9143687109150624,0.017414093017578125,Diabetes,LOO-StabCP,RLM,100,-1.7590991400813438
1.0,2.8779228165079247,0.013345956802368164,Diabetes,OracleCP,RLM,1,-1.8746502851890914
0.94,2.8954320087573535,1.4343109130859375,Diabetes,OracleCP,RLM,100,0.15664330279736127
1.0,2.8047864713324766,0.6966650485992432,Diabetes,FullCP,RLM,1,-0.1569759772955502
0.94,2.892714857599955,80.75367712974548,Diabetes,FullCP,RLM,100,1.907162307112098
1.0,2.968377576931749,0.009441137313842773,Diabetes,SplitCP,RLM,1,-2.02497568585292
0.94,2.9179881020477736,0.008545875549316406,Diabetes,SplitCP,RLM,100,-2.068243435955833
1.0,2.8885366237486085,0.012493133544921875,Diabetes,RO-StabCP,RLM,1,-1.9033286176238597
0.94,2.918515939109834,1.5281858444213867,Diabetes,RO-StabCP,RLM,100,0.18417617249805524
1.0,2.8903939653920863,0.012977361679077148,Diabetes,LOO-StabCP,RLM,1,-1.886813591409519
0.94,2.9173357994460196,0.013515949249267578,Diabetes,LOO-StabCP,RLM,100,-1.8691534476166163
1.0,2.8779228165078306,0.01258707046508789,Diabetes,OracleCP,RLM,1,-1.9000753365237282
0.89,2.865578385084129,1.6659431457519531,Diabetes,OracleCP,RLM,100,0.22166017599782617
1.0,2.8045679956728655,0.677969217300415,Diabetes,FullCP,RLM,1,-0.16879002451061006
0.87,2.804152435040395,81.56912612915039,Diabetes,FullCP,RLM,100,1.9115258096245489
1.0,2.799297615469839,0.009681940078735352,Diabetes,SplitCP,RLM,1,-2.0140376095235855
0.86,2.688396300272042,0.009182929992675781,Diabetes,SplitCP,RLM,100,-2.0370187265738333
1.0,2.886050200987279,0.0120849609375,Diabetes,RO-StabCP,RLM,1,-1.9177547490342057
0.89,2.884088092250755,1.5358247756958008,Diabetes,RO-StabCP,RLM,100,0.18634166928314982
1.0,2.888589448024475,0.011945009231567383,Diabetes,LOO-StabCP,RLM,1,-1.922813510274319
0.89,2.8833629230211613,0.013283967971801758,Diabetes,LOO-StabCP,RLM,100,-1.876672180174415
1.0,2.8779228165078683,0.012972831726074219,Diabetes,OracleCP,RLM,1,-1.8869652152206962
0.92,2.8867685299153516,1.452080249786377,Diabetes,OracleCP,RLM,100,0.16199061848275526
1.0,2.866826432327465,0.6687948703765869,Diabetes,FullCP,RLM,1,-0.17470706657335514
0.92,2.8331060632154026,82.22474694252014,Diabetes,FullCP,RLM,100,1.915002545558326
1.0,3.036664738905965,0.009318113327026367,Diabetes,SplitCP,RLM,1,-2.0306720119600334
0.92,2.853553161096403,0.016364097595214844,Diabetes,SplitCP,RLM,100,-1.7861079390406356
1.0,2.887270958190627,0.011811971664428711,Diabetes,RO-StabCP,RLM,1,-1.9276776035285823
0.93,2.9096640643461154,1.5162200927734375,Diabetes,RO-StabCP,RLM,100,0.18076224756197457
1.0,2.8894827322810728,0.01183009147644043,Diabetes,LOO-StabCP,RLM,1,-1.9270118971675299
0.93,2.908552056198376,0.014376163482666016,Diabetes,LOO-StabCP,RLM,100,-1.8423569971667482
1.0,2.8779228165078785,0.012858152389526367,Diabetes,OracleCP,RLM,1,-1.8908214314646958
0.89,2.847050038529248,1.4941418170928955,Diabetes,OracleCP,RLM,100,0.1743918206774076
1.0,2.8038399586485276,0.7506828308105469,Diabetes,FullCP,RLM,1,-0.1245435169556576
0.88,2.8147416346782235,80.79548501968384,Diabetes,FullCP,RLM,100,1.907387092385683
1.0,2.889875829465873,0.009405136108398438,Diabetes,SplitCP,RLM,1,-2.026634915084505
0.89,2.8912600482919713,0.008296012878417969,Diabetes,SplitCP,RLM,100,-2.081130582436094
1.0,2.902761488617255,0.012011051177978516,Diabetes,RO-StabCP,RLM,1,-1.9204189825372946
0.88,2.8639580598234757,1.4171969890594482,Diabetes,RO-StabCP,RLM,100,0.15143022097114806
1.0,2.90024342718626,0.011823177337646484,Diabetes,LOO-StabCP,RLM,1,-1.9272657963164763
0.88,2.8633288090404947,0.0140380859375,Diabetes,LOO-StabCP,RLM,100,-1.8526921032781438
1.0,2.8779228165078363,0.012969970703125,Diabetes,OracleCP,RLM,1,-1.8870610049094063
0.89,2.8774435236091978,1.3788049221038818,Diabetes,OracleCP,RLM,100,0.13950282509763012
1.0,2.8034964850167157,0.6981570720672607,Diabetes,FullCP,RLM,1,-0.1560468583827156
0.89,2.8281470304942427,82.93536591529846,Diabetes,FullCP,RLM,100,1.9187397651292748
1.0,2.8042764551609425,0.010449886322021484,Diabetes,SplitCP,RLM,1,-1.980888433953627
0.9,2.90291614913128,0.022407054901123047,Diabetes,SplitCP,RLM,100,-1.6496152217444278
1.0,2.921964149968568,0.01279592514038086,Diabetes,RO-StabCP,RLM,1,-1.892928309320551
0.9,2.89655961351429,1.5750212669372559,Diabetes,RO-StabCP,RLM,100,0.1972864222850739
1.0,2.9133322910637194,0.012573957443237305,Diabetes,LOO-StabCP,RLM,1,-1.9005280138600547
0.89,2.8954876741391673,0.0325620174407959,Diabetes,LOO-StabCP,RLM,100,-1.4872886954209663
1.0,2.87792281650788,0.013273239135742188,Diabetes,OracleCP,RLM,1,-1.8770230811206277
0.92,2.8875260611196687,1.4457159042358398,Diabetes,OracleCP,RLM,100,0.160082958695265
1.0,2.8652003786844364,0.6826961040496826,Diabetes,FullCP,RLM,1,-0.16577257553495284
0.91,2.8372224233050316,82.43511605262756,Diabetes,FullCP,RLM,100,1.916112253676984
1.0,3.2199224426075266,0.008993864059448242,Diabetes,SplitCP,RLM,1,-2.046053680997304
0.89,2.744594333042258,0.008516788482666016,Diabetes,SplitCP,RLM,100,-2.0697241384714773
1.0,2.896046809324435,0.012210845947265625,Diabetes,RO-StabCP,RLM,1,-1.9132542478075292
0.92,2.912455148432159,1.552262783050537,Diabetes,RO-StabCP,RLM,100,0.19096524499439452
1.0,2.8954620734087184,0.012738704681396484,Diabetes,LOO-StabCP,RLM,1,-1.8948747304246802
0.92,2.911801766263352,0.03007197380065918,Diabetes,LOO-StabCP,RLM,100,-1.5218380656606347
1.0,2.877922816507936,0.012486934661865234,Diabetes,OracleCP,RLM,1,-1.9035441607311432
0.89,2.8714611779333086,1.5132808685302734,Diabetes,OracleCP,RLM,100,0.1799195415937622
1.0,2.804801551729563,0.6791160106658936,Diabetes,FullCP,RLM,1,-0.16805603059659813
0.87,2.8186947970397718,83.69264388084412,Diabetes,FullCP,RLM,100,1.9226872875947811
1.0,2.981656902521353,0.010038137435913086,Diabetes,SplitCP,RLM,1,-1.9983468625242484
0.89,2.8651691498253293,0.008909225463867188,Diabetes,SplitCP,RLM,100,-2.05016005032786
1.0,2.895872990439082,0.013345956802368164,Diabetes,RO-StabCP,RLM,1,-1.8746502851890914
0.9,2.8887075406103286,1.5901310443878174,Diabetes,RO-StabCP,RLM,100,0.20143291646470676
1.0,2.895333123820109,0.012525081634521484,Diabetes,LOO-StabCP,RLM,1,-1.9022194348573893
0.9,2.888360919188479,0.013997793197631836,Diabetes,LOO-StabCP,RLM,100,-1.853940427009972
1.0,2.877922816507935,0.012994766235351562,Diabetes,OracleCP,RLM,1,-1.886231528676245
0.93,2.8996780363721966,1.4201076030731201,Diabetes,OracleCP,RLM,100,0.15232125258756513
1.0,2.803519352915103,0.7013869285583496,Diabetes,FullCP,RLM,1,-0.1540423321355506
0.91,2.8387570793528996,80.68462491035461,Diabetes,FullCP,RLM,100,1.9067907843780936
1.0,2.769028659764861,0.010076284408569336,Diabetes,SplitCP,RLM,1,-1.9966995828046228
0.93,3.098688216058493,0.008450984954833984,Diabetes,SplitCP,RLM,100,-2.073092671462047
1.0,2.8918496949777692,0.013286352157592773,Diabetes,RO-StabCP,RLM,1,-1.876594240674205
0.93,2.9251558680452465,1.4530670642852783,Diabetes,RO-StabCP,RLM,100,0.1622856590171488
1.0,2.892779723646386,0.01275491714477539,Diabetes,LOO-StabCP,RLM,1,-1.894322358197564
0.93,2.924405690485431,0.01623821258544922,Diabetes,LOO-StabCP,RLM,100,-1.7894617772499049
1.0,2.8779228165079345,0.012310981750488281,Diabetes,OracleCP,RLM,1,-1.909707312477406
0.93,2.88955576531454,1.395953893661499,Diabetes,OracleCP,RLM,100,0.1448710744052902
1.0,2.8672332735658124,0.717864990234375,Diabetes,FullCP,RLM,1,-0.1439572263838178
0.92,2.842119018942571,76.80282282829285,Diabetes,FullCP,RLM,100,1.8853771824823122
1.0,2.8420320727938617,0.01094675064086914,Diabetes,SplitCP,RLM,1,-1.960714774719926
0.92,2.8858857404481952,0.008393049240112305,Diabetes,SplitCP,RLM,100,-2.0760802289724025
1.0,2.8998079125080385,0.0126800537109375,Diabetes,RO-StabCP,RLM,1,-1.8968789068395882
0.93,2.906823152025274,1.6090340614318848,Diabetes,RO-StabCP,RLM,100,0.20656523771950183
1.0,2.897794275691963,0.012464284896850586,Diabetes,LOO-StabCP,RLM,1,-1.9043326328650225
0.93,2.9060466958915225,0.013445138931274414,Diabetes,LOO-StabCP,RLM,100,-1.8714347057668899
1.0,2.8779228165078843,0.013732194900512695,Diabetes,OracleCP,RLM,1,-1.8622600412777102
0.89,2.8728959504268046,1.370434045791626,Diabetes,OracleCP,RLM,100,0.13685813930054375
1.0,2.8043347074038847,0.7212369441986084,Diabetes,FullCP,RLM,1,-0.14192203534584197
0.88,2.8253594156236046,77.04703998565674,Diabetes,FullCP,RLM,100,1.886755958530246
